timestamp,context_timestamp,asset,state,direction,strategic_bias,strategic_bias_score,bias_alignment,core_swing_status,core_swing_direction,setup_type,event,anchor_id,anchor_value,flow_score,fast_spot,reason,signature
2026-09-24T07:40:32.119Z,2026-09-24T06:52:31.197Z,ZEC,EARLY_SETUP,long,neutral,1.5,neutral,NONE,,,none,session_poc,1520.03,4,1523.04,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|session_poc|none|neutral
2026-09-24T07:52:55.407Z,2026-09-24T07:49:01.970Z,ZEC,EARLY_SETUP,long,neutral,1.5,neutral,NONE,,,none,24h_val,1530.0,4,1530.56,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|24h_val|none|neutral
2026-09-24T08:04:33.487Z,2026-09-24T07:49:01.970Z,ZEC,EARLY_SETUP,long,neutral,1.5,neutral,NONE,,failed-break/sweep-reject,sweep_reject_short,24h_val,1530.0,4,1528.83,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|24h_val|failed-break/sweep-reject|neutral
2026-09-24T08:24:10.645Z,2026-09-24T07:49:01.970Z,ZEC,EARLY_SETUP,long,neutral,1.5,neutral,NONE,,,none,session_poc,1520.03,2,1521.37,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|session_poc|none|neutral
2026-09-24T08:40:10.583Z,2026-09-24T07:49:01.970Z,ZEC,MISSED_DO_NOT_CHASE,long,neutral,1.5,neutral,NONE,,sweep-reclaim,sweep_reclaim_long,session_vwap,1513.71,1,1516.87,Trigger present but first-target R/R is below 1.60,ZEC|MISSED_DO_NOT_CHASE|long|session_vwap|sweep-reclaim|neutral
2026-09-24T08:53:44.561Z,2026-09-24T08:49:45.623Z,ZEC,EARLY_SETUP,long,neutral,-0.5,neutral,NONE,,failed-break/sweep-reject,sweep_reject_short,7d_vwap,1510.35,3,1509.11,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|7d_vwap|failed-break/sweep-reject|neutral
2026-09-24T09:06:53.445Z,2026-09-24T08:49:45.623Z,ZEC,EARLY_SETUP,short,neutral,-0.5,neutral,NONE,,,none,7d_poc,1500.03,-2,1496.68,Negative fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|short|7d_poc|none|neutral
2026-09-24T09:24:38.995Z,2026-09-24T08:49:45.623Z,ZEC,NO_TRADE,,neutral,-0.5,none,NONE,,,none,7d_poc,1500.03,-2,1489.4,No executable trigger,ZEC|NO_TRADE|none|7d_poc|none|neutral
2026-09-24T09:39:27.040Z,2026-09-24T08:49:45.623Z,ZEC,NO_TRADE,,neutral,-0.5,none,NONE,,,none,,,-3,1477.64,No structural level within 0.78%,ZEC|NO_TRADE|none|none|none|neutral
2026-09-24T09:52:43.450Z,2026-09-24T09:49:02.221Z,ZEC,NO_TRADE,,bearish,-5.0,none,NONE,,,none,,,0,1481.22,No structural level within 0.78%,ZEC|NO_TRADE|none|none|none|bearish
2026-09-24T10:49:41.332Z,2026-09-24T10:48:46.166Z,ZEC,NO_TRADE,,neutral,-1.5,none,NONE,,,none,,,2,1468.39,No structural level within 0.78%,ZEC|NO_TRADE|none|none|none|neutral
2026-09-24T11:17:05.660Z,2026-09-24T10:48:46.166Z,ZEC,EARLY_SETUP,long,neutral,-1.5,neutral,NONE,,breakdown-retest/trend-pullback,retest_hold_short,session_val,1488.7,4,1493.44,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|session_val|breakdown-retest/trend-pullback|neutral
2026-09-24T11:32:24.899Z,2026-09-24T10:48:46.166Z,ZEC,EARLY_SETUP,long,neutral,-1.5,neutral,NONE,,,none,session_val,1488.7,4,1485.36,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|session_val|none|neutral
2026-09-24T11:46:15.715Z,2026-09-24T10:48:46.166Z,ZEC,SHORT_TRIGGERED,short,neutral,-1.5,neutral,NONE,,breakdown-retest/trend-pullback,retest_hold_short,session_val,1488.7,0,1481.12,Sweep/retest short at structural zone,ZEC|SHORT_TRIGGERED|short|session_val|breakdown-retest/trend-pullback|neutral
2026-09-24T11:56:38.798Z,2026-09-24T11:48:17.290Z,ZEC,HOLD_MANAGE,short,bearish,-3.0,aligned,NONE,,breakdown-retest/trend-pullback,retest_hold_short,session_val,1488.7,0,1483.44,Triggered short thesis remains tied to original anchor,ZEC|HOLD_MANAGE|short|session_val|breakdown-retest/trend-pullback|bearish
2026-09-24T12:15:14.035Z,2026-09-24T11:48:17.290Z,ZEC,HOLD_MANAGE,short,bearish,-3.0,aligned,NONE,,failed-break/sweep-reject,sweep_reject_short,session_val,1488.7,0,1484.62,Triggered short thesis remains tied to original anchor,ZEC|HOLD_MANAGE|short|session_val|failed-break/sweep-reject|bearish
2026-09-24T12:37:35.524Z,2026-09-24T11:48:17.290Z,ZEC,HOLD_MANAGE,short,bearish,-3.0,aligned,NONE,,,none,session_val,1488.7,-2,1481.43,Triggered short thesis remains tied to original anchor,ZEC|HOLD_MANAGE|short|session_val|none|bearish
2026-09-24T13:06:40.555Z,2026-09-24T12:52:58.285Z,ZEC,INVALIDATED,short,bearish,-3.0,aligned,NONE,,breakout-retest/trend-pullback,retest_hold_long,session_val,1488.7,4,1494.65,Anchor reclaimed with opposing fast flow,ZEC|INVALIDATED|short|session_val|breakout-retest/trend-pullback|bearish
2026-09-24T13:25:14.589Z,2026-09-24T12:52:58.285Z,ZEC,NO_TRADE,,bearish,-3.0,none,NONE,,,none,session_vwap+7d_poc+24h_val,1499.82,2,1506.21,No executable trigger,ZEC|NO_TRADE|none|session_vwap+7d_poc+24h_val|none|bearish
2026-09-24T13:40:49.480Z,2026-09-24T12:52:58.285Z,ZEC,NO_TRADE,,bearish,-3.0,none,NONE,,sweep-reclaim,sweep_reclaim_long,7d_vwap,1517.69,2,1516.48,5m long move is counter-trend to bearish strategic bias; need completed 15m acceptance + strong flow,ZEC|NO_TRADE|none|7d_vwap|sweep-reclaim|bearish
2026-09-24T13:54:51.333Z,2026-09-24T13:50:35.307Z,ZEC,NO_TRADE,,neutral,2.0,none,NONE,,,none,24h_val,1502.9,2,1509.41,No executable trigger,ZEC|NO_TRADE|none|24h_val|none|neutral
2026-09-24T14:08:43.559Z,2026-09-24T13:50:35.307Z,ZEC,EARLY_SETUP,long,neutral,2.0,neutral,NONE,,,none,7d_vwap+session_poc,1519.51,2,1522.17,Positive fast flow near structural zone under plus30 profile,ZEC|EARLY_SETUP|long|7d_vwap+session_poc|none|neutral
2026-09-24T14:26:42.414Z,2026-09-24T13:50:35.307Z,ZEC,NO_TRADE,,neutral,2.0,none,NONE,,breakdown-retest/trend-pullback,retest_hold_short,7d_vwap+session_poc,1519.51,1,1523.58,No executable trigger,ZEC|NO_TRADE|none|7d_vwap+session_poc|breakdown-retest/trend-pullback|neutral
2026-09-24T14:43:34.784Z,2026-09-24T13:50:35.307Z,ZEC,LONG_TRIGGERED,long,neutral,2.0,neutral,NONE,,breakout-retest/trend-pullback,retest_hold_long,7d_vwap+session_poc,1519.51,2,1518.97,Sweep/retest long at structural zone,ZEC|LONG_TRIGGERED|long|7d_vwap+session_poc|breakout-retest/trend-pullback|neutral
2026-09-24T14:57:42.275Z,2026-09-24T14:51:32.044Z,ZEC,INVALIDATED,long,neutral,0.0,neutral,NONE,,,none,7d_vwap+session_poc,1519.51,-2,1492.14,Anchor lost with opposing fast flow,ZEC|INVALIDATED|long|7d_vwap+session_poc|none|neutral
2026-09-24T15:15:04.910Z,2026-09-24T14:51:32.044Z,ZEC,LONG_TRIGGERED,long,neutral,0.0,neutral,NONE,,sweep-reclaim,sweep_reclaim_long,7d_poc+session_vwap,1500.28,4,1503.09,Sweep/retest long at structural zone,ZEC|LONG_TRIGGERED|long|7d_poc+session_vwap|sweep-reclaim|neutral
2026-09-24T15:31:44.469Z,2026-09-24T14:51:32.044Z,ZEC,HOLD_MANAGE,long,neutral,0.0,neutral,NONE,,,none,7d_poc+session_vwap,1500.28,2,1516.17,Triggered long thesis remains tied to original anchor,ZEC|HOLD_MANAGE|long|7d_poc+session_vwap|none|neutral
